clade,genome,assembly,group,track,table,clade.text,genome.text,assembly.text,group.text,track.text,table.text,downloadLink,bwEpitransPath
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Liu13_RiboProElong,Liu13_WT_10min_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Liu 2013,Reverse: WT 10min (Liu13_WT_10min_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Liu13_WT_10min_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Liu13_WT_10min_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Liu13_RiboProElong,Liu13_WT_5min_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Liu 2013,Reverse: WT 5min (Liu13_WT_5min_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Liu13_WT_5min_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Liu13_WT_5min_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Li12_RiboProElong,Li12_E_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Li 2012,Forward: Ecoli_MG1655 (Li12_E_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Li12_E_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Li12_E_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Li12_RiboProElong,Li12_E_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Li 2012,Reverse: Ecoli_MG1655 (Li12_E_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Li12_E_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Li12_E_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP3_AP_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP3 AP (Oh11_DSP3_AP_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP3_AP_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP3_AP_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP2_AP_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP2 AP (Oh11_DSP2_AP_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP2_AP_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP2_AP_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP2_Total_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP2 Total (Oh11_DSP2_Total_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP2_Total_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP2_Total_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP3_Total_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP3 Total (Oh11_DSP3_Total_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP3_Total_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP3_Total_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP1_AP_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP1 AP (Oh11_DSP1_AP_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP1_AP_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP1_AP_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_EDC1_Total_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: EDC1 Total (Oh11_EDC1_Total_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_EDC1_Total_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_EDC1_Total_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP1_Total_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: DSP1 Total (Oh11_DSP1_Total_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP1_Total_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP1_Total_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_EDC1_AP_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Forward: EDC1 AP (Oh11_EDC1_AP_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_EDC1_AP_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_EDC1_AP_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP3_AP_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP3 AP (Oh11_DSP3_AP_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP3_AP_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP3_AP_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP2_AP_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP2 AP (Oh11_DSP2_AP_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP2_AP_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP2_AP_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP2_Total_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP2 Total (Oh11_DSP2_Total_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP2_Total_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP2_Total_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP3_Total_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP3 Total (Oh11_DSP3_Total_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP3_Total_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP3_Total_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP1_AP_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP1 AP (Oh11_DSP1_AP_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP1_AP_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP1_AP_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_EDC1_Total_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: EDC1 Total (Oh11_EDC1_Total_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_EDC1_Total_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_EDC1_Total_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_DSP1_Total_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: DSP1 Total (Oh11_DSP1_Total_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_DSP1_Total_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_DSP1_Total_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Oh11_RiboProElong,Oh11_EDC1_AP_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Oh 2011,Reverse: EDC1 AP (Oh11_EDC1_AP_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Oh11_EDC1_AP_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Oh11_EDC1_AP_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmA_mops_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmA mops (Woolstenhulme15_epmA_mops_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmA_mops_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmA_mops_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_mops_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: wt mops (Woolstenhulme15_wt_mops_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_mops_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_mops_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmB_mops_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmB mops (Woolstenhulme15_epmB_mops_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmB_mops_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmB_mops_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_lbcol_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: wt lbcol (Woolstenhulme15_wt_lbcol_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_lbcol_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_lbcol_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmC_lb_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmC lb (Woolstenhulme15_epmC_lb_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmC_lb_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmC_lb_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_efp_mops_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: efp mops (Woolstenhulme15_efp_mops_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_efp_mops_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_efp_mops_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmB_lb_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmB lb (Woolstenhulme15_epmB_lb_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmB_lb_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmB_lb_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_efp_lb_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: efp lb (Woolstenhulme15_efp_lb_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_efp_lb_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_efp_lb_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmC_mops_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmC mops (Woolstenhulme15_epmC_mops_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmC_mops_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmC_mops_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmA_lb_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: epmA lb (Woolstenhulme15_epmA_lb_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmA_lb_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmA_lb_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_lb_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Forward: wt lb (Woolstenhulme15_wt_lb_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_lb_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_lb_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmA_mops_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmA mops (Woolstenhulme15_epmA_mops_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmA_mops_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmA_mops_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_mops_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: wt mops (Woolstenhulme15_wt_mops_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_mops_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_mops_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmB_mops_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmB mops (Woolstenhulme15_epmB_mops_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmB_mops_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmB_mops_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_lbcol_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: wt lbcol (Woolstenhulme15_wt_lbcol_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_lbcol_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_lbcol_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmC_lb_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmC lb (Woolstenhulme15_epmC_lb_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmC_lb_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmC_lb_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_efp_mops_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: efp mops (Woolstenhulme15_efp_mops_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_efp_mops_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_efp_mops_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmB_lb_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmB lb (Woolstenhulme15_epmB_lb_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmB_lb_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmB_lb_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_efp_lb_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: efp lb (Woolstenhulme15_efp_lb_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_efp_lb_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_efp_lb_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmC_mops_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmC mops (Woolstenhulme15_epmC_mops_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmC_mops_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmC_mops_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_epmA_lb_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: epmA lb (Woolstenhulme15_epmA_lb_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_epmA_lb_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_epmA_lb_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Woolstenhulme15_RiboProElong,Woolstenhulme15_wt_lb_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Woolstenhulme 2015,Reverse: wt lb (Woolstenhulme15_wt_lb_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Woolstenhulme15_wt_lb_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Woolstenhulme15_wt_lb_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP1_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Forward: WT FP1 (Mohammad16_WT_FP1_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP1_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP1_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP3_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Forward: WT FP3 (Mohammad16_WT_FP3_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP3_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP3_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP2_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Forward: WT FP2 (Mohammad16_WT_FP2_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP2_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP2_RiboProElongFor.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP1_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Reverse: WT FP1 (Mohammad16_WT_FP1_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP1_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP1_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP3_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Reverse: WT FP3 (Mohammad16_WT_FP3_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP3_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP3_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Mohammad16_RiboProElong,Mohammad16_WT_FP2_RiboProElongRev,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Mohammad 2016,Reverse: WT FP2 (Mohammad16_WT_FP2_RiboProElongRev),https://gwips.ucc.ie/downloads/download.php?tableName=Mohammad16_WT_FP2_RiboProElongRev&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Mohammad16_WT_FP2_RiboProElongRev.bw
bacteria,Escherichia coli K12,eschColi_K12,RP-ElongatingRibos,Li14_RiboProElong,Li14_ribosome_profiling_in_rich_defined_media_RiboProElongFor,Bacteria,Escherichia coli K12,ASM584_v2,Elongating Ribosomes (A-site),Li 2014,Forward: ribosome profiling in rich defined media (Li14_ribosome_profiling_in_rich_defined_media_RiboProElongFor),https://gwips.ucc.ie/downloads/download.php?tableName=Li14_ribosome_profiling_in_rich_defined_media_RiboProElongFor&assemblyName=eschColi_K12,/home/labs/schwartzlab/Collaboration/databases/GWIPS/eschColi_K12/Li14_ribosome_profiling_in_rich_defined_media_RiboProElongFor.bw
